,time,open,high,low,close,vol_,volume,btc_two_crows,btc_THREE_BLACK_CROWS,btc_THREE_INSIDE_UP_DOWN,CDL_3_LINE_STRIKE,CDL_3_OUTSIDE,CDL_3_STARS_IN_SOUTH,CDL_3_WHITE_SOLDIERS,CDL_ABANDONED_BABY,CDL_ADVANCE_BLOCK,btc_CDL_BELT_HOLD,btc_CDL_BREAK_AWAY,btc_CDL_CLOSING_MARUBOZU
56,1663222800,20047.1,20053.5,20015.1,20053.5,1.85228337,37106.322417951,0,0,0,0,0,0,0,0,0,0,0,0
57,1663223100,20053.2,20053.5,20000.0,20030.3,3.30994061,66330.037347267,0,0,0,0,0,0,0,0,0,0,0,0
58,1663223400,20027.6,20104.3,20018.9,20099.8,1.92401378,38615.128361166,0,0,0,0,0,0,0,0,0,0,0,100
59,1663223700,20099.9,20106.8,20071.5,20071.5,1.85658052,37308.123250261,0,0,0,0,0,0,0,0,0,0,0,0
60,1663224000,20064.8,20116.0,20031.5,20051.6,1.43563982,28813.193636647,0,0,0,0,0,0,0,0,0,0,0,0
61,1663224300,20056.3,20184.0,20017.3,20120.1,15.18394494,304700.236066101,0,0,0,0,0,0,0,0,0,0,0,0
62,1663224600,20138.0,20310.6,20138.0,20183.3,21.54883139,436301.466959254,0,0,0,0,0,0,0,0,0,100,0,0
63,1663224900,20173.8,20179.1,20131.1,20154.5,7.97659128,160795.531565684,0,0,0,0,0,0,0,0,0,0,0,0
64,1663225200,20154.5,20154.5,20034.1,20104.9,18.53786361,372324.539486922,0,0,-100,0,0,0,0,0,0,-100,0,0
65,1663225500,20097.6,20127.3,20092.8,20119.2,3.40810968,68551.500681755,0,0,0,0,0,0,0,0,0,0,0,0
66,1663225800,20120.8,20185.8,20120.8,20170.6,13.02870013,262650.155593914,0,0,0,0,0,0,0,0,0,100,0,0
67,1663226100,20170.5,20212.3,20170.5,20212.3,8.83218647,178368.170396659,0,0,0,0,0,0,0,0,0,100,0,100
68,1663226400,20213.3,20303.2,20213.3,20303.2,41.05707445,832297.261217226,0,0,0,0,0,0,0,0,0,100,0,100
69,1663226700,20305.9,20335.7,20252.5,20252.5,26.6271308,541061.644781314,0,0,0,0,0,0,0,0,0,0,0,-100
70,1663227000,20229.0,20269.8,20205.9,20228.4,13.38602227,270838.250866061,0,0,0,0,0,0,0,0,0,0,0,0
71,1663227300,20233.5,20236.2,20202.0,20215.3,1.48689662,30070.844794927,0,0,0,0,0,0,0,0,0,0,0,0
72,1663227600,20215.3,20215.3,20143.0,20143.0,1.1184058,22572.476137741,0,0,0,0,0,0,0,0,0,-100,0,-100
73,1663227900,20143.0,20183.4,20143.0,20165.6,1.0415172,21009.066213897,0,0,0,0,0,0,0,0,0,0,0,0
74,1663228200,20166.6,20205.6,20147.1,20183.0,9.03911814,182237.454885218,0,0,0,0,0,0,0,0,0,0,0,0
75,1663228500,20193.9,20228.0,20192.1,20212.7,0.31598974,6385.764234458,0,0,0,0,0,0,0,0,0,0,0,0
76,1663228800,20210.2,20210.2,20165.3,20200.4,2.23401967,45108.622850039,0,0,0,0,0,0,0,0,0,0,0,0
77,1663229100,20204.6,20223.4,20181.3,20191.0,1.64366759,33214.158046297,0,0,0,0,0,0,0,0,0,0,0,0
