,time,open,high,low,close,vol_,volume,btc_RSI,btc_MACD,btc_macsignal,btc_macdhist,btc_ADX,btc_Aroon,btc_Trendmode,btc_two_crows,btc_THREE_BLACK_CROWS,btc_THREE_INSIDE_UP_DOWN,CDL_3_LINE_STRIKE,CDL_3_OUTSIDE,CDL_3_STARS_IN_SOUTH,CDL_3_WHITE_SOLDIERS,CDL_ABANDONED_BABY,CDL_ADVANCE_BLOCK,btc_CDL_BELT_HOLD,btc_CDL_BREAK_AWAY,btc_CDL_CLOSING_MARUBOZU
766,1663500900,19927.7,19942.5,19920.0,19920.0,1.18022779,23522.867366251,46.42229047492738,-16.59553936942757,-19.196008459989702,2.6004690905621324,20.27837324174318,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,1663501200,19914.4,19926.3,19913.6,19917.2,4.37060522,87054.914323959,46.046372252616145,-15.917084886183147,-18.540223745228392,2.6231388590452447,19.073038132349968,-64.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0
768,1663501500,19916.0,19938.4,19915.1,19938.3,0.22329647,4448.388392133,49.37338749104796,-13.96506995630989,-17.62519298744469,3.660123031134802,17.838667425173856,-64.28571428571429,0,0,0,0,0,0,0,0,0,0,100,0,100
769,1663501800,19936.2,19936.2,19916.0,19917.9,0.23000319,4583.016142762,46.39463578537994,-13.469600494496262,-16.794074488855006,3.324473994358744,16.692466054224607,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,-100,0,-100
770,1663502100,19917.9,19934.0,19917.9,19926.0,0.51975422,10358.888140045,47.74275235256829,-12.458968452356203,-15.927053281555246,3.468084829199043,15.628136209771736,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,1663502400,19926.1,19931.3,19926.1,19929.1,2.53833124,50579.396937452,48.27885589413704,-11.341212186907796,-15.009885062625756,3.6686728757179594,14.639829925636928,-42.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
772,1663502700,19928.7,19935.1,19913.8,19913.8,1.23389197,24594.138600165,45.782447846531674,-11.238901976990746,-14.255688445498754,3.0167864685080072,13.93353115421519,21.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,-100
773,1663503000,19899.9,19903.9,19877.1,19884.4,1.45851553,29017.324109403,41.35708295366024,-12.788021912470867,-13.962155138893177,1.1741332264223097,14.442407835177393,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,1663503300,19885.7,19893.3,19875.3,19878.8,9.34260181,185823.655560644,40.553004376754956,-14.236693249211385,-14.017062760956819,-0.2196304882545661,14.965467080060904,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
775,1663503600,19882.8,19889.0,19876.7,19886.8,0.28505039,5667.639318684,42.279499376474284,-14.784523894752056,-14.170554987715866,-0.61396890703619,15.451164950309877,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
776,1663503900,19886.9,19913.9,19886.9,19911.0,8.45156518,168285.677997505,47.26852144761286,-13.644047016288823,-14.065253393430456,0.4212063771416332,14.808898256547087,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,100,0,0
777,1663504200,19911.1,19911.1,19905.9,19911.1,0.56525716,11253.219669442,47.28879629469116,-12.588167575384432,-13.769836229821252,1.1816686544368196,14.21250775519592,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1663504500,19911.1,19938.0,19903.8,19938.0,23.04890155,458885.347090244,52.57158469894328,-10.02245525786202,-13.020360035429405,2.997904777567385,13.770591355958373,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,100
779,1663504800,19938.1,19949.2,19935.5,19947.7,5.16741303,103076.92621877,54.3483139077174,-7.2897482844673505,-11.874237685236995,4.584489400769645,13.737993386663804,35.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0
780,1663505100,19943.8,19975.9,19943.8,19975.9,7.34356176,146567.714922467,59.14054008558308,-3.3537266560924763,-10.170135479408092,6.816408823315616,14.5041925351336,42.85714285714286,0,0,0,0,0,0,0,0,0,0,100,0,100
781,1663505400,19973.0,19993.5,19970.9,19993.5,0.16021126,3201.953775666,61.8333909621678,0.8808954077248927,-7.959929301981495,8.840824709706387,15.667110306674749,50.0,0,0,0,0,0,0,0,0,0,0,0,0,100
782,1663505700,19991.8,20023.0,19991.8,20023.0,5.50779543,110227.719443771,65.89110438528006,6.018496862317988,-5.164244069121597,11.182740931439586,17.395690502651554,57.142857142857146,0,0,0,0,0,0,0,0,0,0,100,0,100
783,1663506000,20018.0,20018.0,19991.3,19991.3,2.86322136,57300.159573866,58.67248404985874,8.203302998841536,-2.4907346555289704,10.694037654370508,18.976929587145833,57.142857142857146,0,0,0,0,0,0,0,0,0,0,-100,0,-100
784,1663506300,19989.0,19999.3,19969.4,19994.8,0.33606213,6717.877808608,59.20390596909954,10.082929621989024,0.023998199974628598,10.058931422014396,19.435709359435236,57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
785,1663506600,19996.5,20004.3,19979.3,19981.8,0.31232947,6244.17452182,56.30770953611434,10.721317113435362,2.1634619826667754,8.557855130768587,19.991198985464127,57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1663506900,19981.8,19998.8,19979.4,19979.4,0.5616698,11229.351783257,55.765340874056626,10.985491598043154,3.927867905742051,7.057623692301103,20.507010781062384,57.142857142857146,0,0,0,0,0,-100,0,0,0,0,0,0,0
787,1663507200,19979.4,19996.9,19959.7,19959.7,1.09994371,21979.827587085,51.3896925148116,9.921577378550865,5.126609800303814,4.794967578247051,20.077885175995927,57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,-100
788,1663507500,19963.6,19980.7,19963.6,19978.3,3.56764492,71272.398245235,54.98140366861619,10.072050388800562,6.115697918003163,3.956352470797399,19.67941139986279,57.142857142857146,1,0,0,0,0,0,0,0,0,0,0,0,0
789,1663507800,19982.7,19982.8,19962.8,19965.0,2.97887166,59516.120800364,52.02148898041621,9.305175146273541,6.753593363657239,2.551581782616302,19.383935004460685,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
790,1663508100,19965.1,19967.3,19951.1,19966.6,0.93674932,18699.013805776,52.35379994091861,8.692693283541303,7.141413347634051,1.5512799359072513,18.54645488254842,42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
791,1663508400,19969.0,19988.4,19967.4,19987.4,0.7764911,15511.655719869,56.56552941429132,9.347934324225207,7.582717542952283,1.7652167812729243,18.540553412846698,28.571428571428573,0,0,0,0,0,0,0,0,0,0,100,0,100
792,1663508700,19991.3,20000.9,19984.3,19997.5,0.7881052,15760.091587089,58.484571271260144,10.379938277128531,8.142161689787532,2.237776587340999,18.93963402190906,28.571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0
793,1663509000,19997.5,20011.1,19994.2,20004.9,1.5920052,31848.578338472,59.883102857051696,11.544090206967667,8.822547393223559,2.721542813744108,19.621996184895103,21.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1663509300,20002.7,20008.9,19995.1,19995.1,13.80218803,276120.297389339,57.13795051839408,11.783529753560288,9.414743865290905,2.3687858882693824,20.25561819338214,14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
795,1663509600,19995.3,19995.3,19963.3,19965.2,0.76372627,15256.570535697,49.65826269404655,10.087440206963947,9.549283133625513,0.538157073338434,19.263546196882317,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,-100,0,-100
796,1663509900,19963.1,19963.3,19934.0,19940.0,1.12242239,22389.05262567,44.384678023029615,7.133418321849604,9.066110171270331,-1.9326918494207277,18.541541466495527,-100.0,0,0,0,0,0,0,0,0,0,0,-100,0,0
797,1663510200,19940.3,19940.3,19914.2,19916.7,2.73312353,54461.792316335,40.14011419239882,3.3117126775250654,7.915230672521278,-4.603517994996213,18.49407390890334,-100.0,0,0,0,0,0,0,0,0,0,0,-100,0,0
798,1663510500,19916.7,19938.2,19916.6,19919.2,0.2097931,4180.5775631,40.79434643820484,0.3603517266237759,6.404254883341777,-6.0439031567180015,18.449996891139165,-28.571428571428573,0,0,0,0,0,0,0,0,0,0,0,0,0
799,1663510800,19919.2,19935.1,19919.1,19935.1,0.35125267,6999.809959846,44.91769427236887,-1.0693611522619904,4.9095316762210235,-5.978892828483014,18.409068231786716,-28.571428571428573,1,0,0,0,0,0,0,0,0,0,100,0,100
800,1663511100,19935.2,19937.7,19852.1,19863.8,14.12081328,281183.108027352,33.61275971855835,-6.4312852041875885,2.641368300139301,-9.07265350432689,20.064176526556572,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
801,1663511400,19865.4,19907.0,19865.4,19907.0,37.89478248,753932.832419491,42.97712984841995,-8.110544898157968,0.4909856604798466,-8.601530558637815,21.601062800271443,-50.0,1,0,0,0,0,0,0,0,0,0,100,0,100
802,1663511700,19904.9,19916.0,19888.9,19889.0,1.82090006,36246.820354722,40.41883171717016,-10.444661493093008,-1.6961437702347246,-8.748517722858283,22.593000667433383,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
803,1663512000,19888.9,19889.0,19861.6,19881.4,4.65572733,92584.161745668,39.35364801591764,-12.664931239709404,-3.8899012641296604,-8.775029975579743,24.081994638118164,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
804,1663512300,19886.5,19886.5,19811.9,19846.6,4.38233489,86922.302158408,34.82764166826743,-16.383765666108957,-6.38867414452552,-9.995091521583436,26.250852317099255,-78.57142857142857,1,0,0,0,0,0,0,0,0,0,-100,0,0
805,1663512600,19841.2,19842.1,19734.8,19739.5,36.54646469,723697.960381183,25.215940770121907,-25.552867211579724,-10.221512757936361,-15.331354453643362,29.06312099121147,-85.71428571428572,1,0,0,0,0,0,0,0,0,0,-100,0,0
806,1663512900,19743.3,19824.2,19743.1,19821.4,20.81838571,411675.246089675,39.06504774081428,-27.805080874375562,-13.738226381224202,-14.06685449315136,31.67451333145853,-85.71428571428572,1,0,0,0,0,0,0,0,0,0,100,0,100
807,1663513200,19820.4,19820.6,19802.1,19810.4,6.17981529,122469.707726462,38.04595275186707,-29.989646595142403,-16.988510424007842,-13.001136171134561,34.09937764740223,-85.71428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0
808,1663513500,19803.2,19812.6,19776.7,19811.3,2.85979675,56627.144407282,38.18803289278671,-31.393165787412727,-19.869441496688818,-11.523724290723909,36.57619843195419,-78.57142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0
809,1663513800,19812.2,19834.4,19809.7,19826.3,9.82882147,194786.303321047,40.631752420270864,-31.320501773432625,-22.15965355203758,-9.160848221395046,37.93420355134431,-71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
810,1663514100,19820.5,19840.6,19818.5,19835.8,0.09562039,1896.384560431,42.190567261034005,-30.38988989284553,-23.80570082019917,-6.58418907264636,38.93547754728992,-64.28571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0
811,1663514400,19835.8,19840.6,19826.3,19831.6,0.69577369,13799.0229584,41.669647897344696,-29.59184440948229,-24.962929538055796,-4.628914871426495,39.86523197209656,-57.142857142857146,1,0,0,0,0,0,0,0,0,0,0,0,0
812,1663514700,19831.8,19850.0,19831.2,19850.0,6.88752798,136711.385832669,44.880453334945585,-27.56880203977562,-25.48410403839976,-2.084698001375859,40.30015650292887,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
813,1663515000,19850.0,19850.0,19834.6,19850.0,9.71331873,192734.068088031,44.88045333494558,-25.673088513074617,-25.52190093333473,-0.1511875797398865,40.70401499584459,-35.714285714285715,1,0,0,0,0,0,0,0,0,0,0,0,0
814,1663515300,19850.0,19866.6,19844.2,19855.3,4.31161955,85594.946104834,45.87571882750536,-23.584201475470763,-25.134361041761938,1.5501595662911747,40.29925781131302,-35.714285714285715,1,0,0,0,0,0,0,0,0,0,0,0,0
815,1663515600,19852.4,19857.1,19848.3,19856.7,0.79600917,15804.754867697,46.152309316370435,-21.592040751711465,-24.425896983751844,2.833856232040379,39.923411854248,-21.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
816,1663515900,19854.1,19854.1,19834.6,19840.7,0.46772498,9279.390562378,43.421291889699,-20.72828668200964,-23.686374923403402,2.9580882413937637,39.88441460160293,-21.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
817,1663516200,19840.7,19840.7,19805.8,19813.7,2.08543337,41357.166954724,39.20526043136991,-21.43042688107016,-23.235185314936754,1.804758433866592,40.417087620249035,-14.285714285714286,1,0,0,0,0,0,0,0,0,0,-100,0,0
818,1663516500,19811.3,19825.5,19806.9,19825.4,2.01310146,39904.798365435,41.840549018837315,-21.08888084939099,-22.8059244218276,1.7170435724366122,40.91171256613469,-7.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,100
819,1663516800,19826.9,19829.6,19814.8,19814.9,4.74494744,94041.901707579,40.158168624807935,-21.228737679779442,-22.49048707341797,1.261749393638528,41.14756899223636,64.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,-100
820,1663517100,19814.8,19872.2,19811.2,19869.6,25.93912311,514145.076871,51.17282871696247,-17.889820443127974,-21.57035374735997,3.6805333042319965,39.389232599320245,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,1663517400,19869.6,19869.6,19763.7,19806.5,2.93709272,58132.159527235,41.649250905928284,-18.773012088353425,-21.01088541555866,2.237873327205236,38.8733260671625,-7.142857142857143,0,0,0,0,0,0,0,0,0,0,-100,0,0
822,1663517700,19806.4,19806.4,19670.7,19722.0,55.34601459,1090194.497784081,32.83621029298446,-24.303741066982184,-21.669456545843367,-2.6342845211388166,39.766148771985186,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,-100,0,0
823,1663518000,19715.2,19771.0,19674.3,19695.5,31.54732606,622327.926012063,30.64609221884825,-30.072313792377827,-23.35002799515026,-6.722285797227567,40.5951984264634,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
824,1663518300,19703.5,19747.6,19694.5,19724.8,81.47354262,1605612.544136149,35.748816064313715,-32.6681085592536,-25.21364410797093,-7.454464451282668,41.365030248478874,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
825,1663518600,19722.1,19743.2,19708.7,19710.2,6.7415479,133021.77230207,34.39098523443078,-35.293690941965906,-27.229653474769925,-8.06403746719598,42.07987408320753,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
826,1663518900,19710.2,19742.9,19689.7,19742.8,3.48913776,68763.260942764,39.88183018513978,-35.12020825211948,-28.807764430239835,-6.312443821879647,42.99439538800253,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,100
827,1663519200,19742.9,19744.5,19700.3,19706.4,4.41331358,87044.217636891,36.23532914475017,-36.791164530619426,-30.404444450315754,-6.386720080303672,43.77163853485992,-14.285714285714286,0,0,0,0,0,0,0,0,0,0,-100,0,0
828,1663519500,19708.6,19721.9,19670.0,19701.9,8.06068846,158763.901775936,35.799541870112876,-38.035352511826204,-31.930626062617844,-6.104726449208361,44.87919793980192,-57.142857142857146,0,0,0,0,0,-100,0,0,0,0,0,0,0
829,1663519800,19705.1,19723.6,19688.9,19699.5,6.9491504,136925.813803038,35.55395021554419,-38.80033938552151,-33.30456872719858,-5.495770658322932,45.82770777347211,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,0
830,1663520100,19699.4,19740.1,19693.6,19736.7,1.62440352,32014.070062337,42.17556505040045,-36.82656006801335,-34.00896699536153,-2.8175930726518175,45.93554978628604,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,100,0,100
831,1663520400,19736.7,19747.3,19735.6,19747.3,13.99293722,276192.095004399,43.943006449865166,-34.25079582489707,-34.05733276126864,-0.19346306362842824,45.707862427994414,-57.142857142857146,0,0,0,0,0,100,0,0,0,0,0,0,0
832,1663520700,19741.7,19755.7,19701.0,19701.1,13.60727023,268652.788208156,38.42959696268348,-34.583322831531405,-34.162530775321194,-0.4207920562102103,46.06416609313424,-57.142857142857146,0,0,0,0,0,0,0,0,0,0,0,0,-100
833,1663521000,19706.5,19707.0,19667.8,19682.8,11.73879361,231247.753815941,36.477295364503185,-35.59304625333607,-34.44863387092417,-1.1444123824119004,46.83685090075788,-92.85714285714286,0,0,0,0,0,0,0,0,0,0,-100,0,0
834,1663521300,19674.8,19734.6,19671.1,19723.9,8.3866722,165174.535807022,43.428416128460974,-33.61622632018043,-34.28215236077542,0.6659260405949894,46.422794346664105,-92.85714285714286,0,0,0,0,0,0,0,0,0,0,100,0,0
835,1663521600,19721.0,19739.1,19706.9,19732.0,2.05171392,40458.173288681,44.71246328625272,-31.217877224982658,-33.66929733361687,2.45142010863421,45.86280440792592,-85.71428571428572,1,0,0,0,0,100,0,0,0,0,0,0,0
836,1663521900,19732.0,19732.1,19689.1,19695.7,4.88251515,96270.659445457,40.298050307749655,-31.136062496985687,-33.162650366290634,2.0265878693049473,45.64588699250736,-78.57142857142857,1,0,0,0,0,0,0,0,0,0,-100,0,0
837,1663522200,19697.9,19715.4,19687.6,19690.8,1.83064214,36071.048353332,39.72786796945657,-31.053262406647264,-32.74077277436196,1.6875103677146939,45.469908474878196,-71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
838,1663522500,19690.9,19693.1,19609.1,19648.4,188.43311997,3699853.548564772,35.09990263085414,-33.19271159433265,-32.831160538356094,-0.36155105597655535,46.36123764367421,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,-100,0,0
839,1663522800,19650.1,19664.2,19640.0,19664.1,11.89374873,233716.79741556,37.980874109537325,-33.651353914381616,-32.9951992135612,-0.6561547008204158,47.188900443270505,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
840,1663523100,19662.4,19727.8,19657.8,19727.8,7.89994827,155562.028755878,48.05605794453283,-29.91222635477243,-32.37860464180345,2.46637828703102,45.74311450402779,-42.85714285714286,1,0,0,100,0,0,0,0,0,0,0,0,100
841,1663523400,19727.8,19727.8,19651.4,19683.5,3.64086399,71621.559024798,42.84338912034554,-29.24144768244878,-31.751173249932513,2.509725567483734,44.50927322116589,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,-100,0,0
842,1663523700,19683.5,19686.0,19665.2,19686.0,13.1739214,259286.000818034,43.217711547852744,-28.266215931249462,-31.054181786195905,2.7879658549464423,43.363563458508416,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
843,1663524000,19686.0,19691.5,19613.1,19630.5,79.92618782,1572933.821128498,37.36703981033708,-30.493338936525106,-30.942013216261746,0.44867427973663965,43.13925345051572,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
844,1663524300,19627.6,19684.7,19627.6,19681.5,12.29479634,241951.57454029,44.76662573014878,-28.957145408050565,-30.545039654619508,1.5878942465689434,42.93096558595107,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,100,0,100
845,1663524600,19682.4,19699.9,19681.0,19685.6,1.79478505,35344.047351852,45.32584856232946,-27.195438054008264,-29.87511933449726,2.679681280488996,42.21001280348405,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
846,1663524900,19685.4,19690.9,19641.1,19641.1,2.53555875,49865.398479033,40.52945392236177,-28.150162394060317,-29.53012794640987,1.379965552349553,42.16228025316996,-42.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,-100
847,1663525200,19645.5,19660.0,19577.2,19577.2,27.53377666,539779.315317999,34.829833945080196,-32.42493958156774,-30.109090273441446,-2.315849308126296,42.88077257283646,-85.71428571428572,1,0,0,0,0,0,0,0,0,0,0,0,-100
848,1663525500,19577.1,19615.2,19577.0,19586.4,1.43634529,28144.355363345,36.22051584635685,-34.989884834936674,-31.08524918574049,-3.9046356491961838,43.550044188381534,-92.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
849,1663525800,19598.6,19675.0,19598.6,19675.0,33.30639616,653622.581137956,47.77799448201799,-31.452224755936186,-31.15864429977963,-0.2935804561565547,42.372962235675196,-92.85714285714286,1,0,0,0,0,0,0,0,0,0,100,0,100
850,1663526100,19670.9,19687.3,19656.7,19683.7,7.66613881,150818.080373081,48.75988353745283,-27.787166917172726,-30.48434882325825,2.6971819060855253,40.95920317016574,-85.71428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0
851,1663526400,19687.0,19703.6,19670.0,19674.6,5.51895189,108690.224677967,47.748592244797436,-25.110889225154096,-29.40965690363742,4.298767678483323,39.22604324897056,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
852,1663526700,19674.6,19674.6,19613.7,19617.4,12.27031422,240913.842536721,41.87020709970284,-26.104879825630633,-28.748701488036062,2.643821662405429,38.51833210171746,-50.0,1,0,0,0,0,0,0,0,0,0,-100,0,-100
853,1663527000,19616.7,19655.6,19616.6,19649.2,0.97404374,19131.541596978,45.86069429631656,-24.760256185763865,-27.951012427581624,3.190756241817759,37.86117175069673,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
854,1663527300,19648.8,19669.0,19648.8,19665.0,0.49880459,9806.453078452,47.778868618787975,-22.500395179096813,-26.860888977884663,4.36049379878785,36.88010271764857,-50.0,1,0,0,0,0,0,0,0,0,0,0,0,0
855,1663527600,19665.0,19686.4,19626.8,19634.6,14.63833164,287458.867958228,44.51114485909295,-22.266181826300453,-25.94194754756782,3.675765721267368,36.32832001208135,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,1663527900,19636.9,19636.9,19610.0,19612.5,27.56059902,540727.426171565,42.248956147443465,-23.167949562190188,-25.387147950492295,2.2191983883021074,36.077519507266835,21.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
857,1663528200,19610.2,19626.6,19603.7,19626.6,2.98191639,58472.694523253,44.19756529266493,-22.8272155274135,-24.875161465876538,2.0479459384630374,35.94275847523197,21.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
858,1663528500,19626.6,19671.6,19615.1,19670.1,17.44746946,342873.660901797,49.82263113389413,-19.75055522269031,-23.850240217239293,4.0996849945489835,34.514881389815834,21.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,100
859,1663528800,19664.9,19676.1,19661.2,19674.3,3.11653905,61302.100247909,50.343104776275595,-16.837674185837386,-22.44772701095891,5.6100528251215245,33.06951709855444,21.42857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0
860,1663529100,19674.4,19722.3,19672.4,19708.0,2.77160501,54621.755303466,54.427769680364705,-12.33684200380958,-20.425550009529044,8.088708005719464,30.810278877023855,85.71428571428572,0,0,0,0,0,0,0,0,0,0,100,0,0
861,1663529400,19708.1,19713.7,19706.2,19713.7,1.52267144,30009.440453744,55.10051070332981,-8.2654399614039,-17.993527999904014,9.728088038500115,28.712414814174025,85.71428571428572,0,0,0,0,0,0,0,0,0,0,0,0,0
862,1663529700,19713.6,19725.0,19692.5,19722.8,13.31120323,262465.663121406,56.21187189582481,-4.377372248745814,-15.270296849672373,10.892924600926559,26.88595175467271,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,1663530000,19722.8,19722.8,19709.3,19711.5,3.73181343,73569.273079354,54.410841655986445,-1.8837142348966154,-12.592980326717221,10.709266091820606,25.18995034227863,92.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
864,1663530300,19710.9,19711.5,19698.3,19706.6,2.09164277,41210.877886262,53.60873733641951,-0.15439642887213267,-10.105263547148203,9.95086711827607,23.894353512501276,35.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0
865,1663530600,19704.1,19712.5,19701.1,19712.5,1.03360353,20372.345477967,54.47889671562197,1.5844822690887668,-7.767314383900809,9.351796652989576,22.661200613808763,35.714285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0
866,1663530900,19712.5,19722.7,19712.5,19718.9,1.71752622,33867.683731933,55.4549525990773,3.3434888067677093,-5.545153745767105,8.888642552534815,21.20045793041367,35.714285714285715,1,0,0,0,0,100,0,0,0,0,0,0,0
867,1663531200,19717.6,19733.1,19717.6,19724.9,0.64283802,12680.454829032,56.39883089209589,5.077570706813276,-3.4206088552510283,8.498179562064305,19.84601677472019,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
868,1663531500,19722.7,19722.7,19702.3,19709.5,1.56796881,30902.945027231,53.27835023204588,5.50637647147596,-1.6352117899056304,7.141588261381591,18.739695467780855,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
869,1663531800,19707.3,19727.6,19704.8,19710.0,1.92873708,38011.474492491,53.36856220209619,5.825725527349277,-0.1430243264546487,5.968749853803926,17.55014827760491,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
870,1663532100,19712.3,19717.7,19707.3,19715.6,1.28422586,25318.349862104,54.429840425413346,6.356307110188936,1.1568419608740683,5.199465149314868,16.44556874387011,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
871,1663532400,19717.0,19733.3,19709.7,19726.1,5.5507993,109492.91192103,56.43202352628959,7.3415263348360895,2.3937788356664726,4.947747499169617,15.664321023333724,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0
872,1663532700,19726.4,19762.8,19726.3,19737.4,104.37998586,2061780.141268868,58.54305341320533,8.72925508217304,3.6608740849677863,5.068380997205254,15.826848449546109,100.0,1,0,0,0,0,0,0,0,0,0,100,0,0
873,1663533000,19742.7,19742.7,19732.0,19735.5,0.7087347,13987.881601737,58.033876836446865,9.644057113171584,4.857510690608546,4.786546422563038,15.977766773886184,92.85714285714286,1,0,0,0,0,0,0,0,0,0,0,0,0
874,1663533300,19735.5,19739.6,19725.0,19739.6,0.73902823,14581.467800232,58.86528911729383,10.525870524583297,5.991182657403496,4.534687867179801,15.823555259101315,85.71428571428572,1,0,0,0,0,0,0,0,0,0,0,0,0
875,1663533600,19739.6,19740.0,19734.8,19734.8,1.85596848,36631.850922346,57.43077661547835,10.845094911277556,6.961965108178308,3.883129803099248,15.693566645975187,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
876,1663533900,19735.0,19740.0,19735.0,19739.2,1.81037368,35734.856738588,58.43080604748291,11.254891321230389,7.820550350788724,3.4343409704416645,15.572862933786638,71.42857142857143,1,0,0,0,0,0,0,0,0,0,0,0,0
877,1663534200,19739.3,19739.3,19703.3,19706.6,7.99194479,157619.677954895,49.207297122175845,9.540729019870923,8.164586084605164,1.3761429352657597,14.801585852484143,57.142857142857146,1,0,0,0,0,0,0,0,0,0,-100,0,0
878,1663534500,19707.5,19712.5,19682.8,19696.3,1.70638112,33613.49164363,46.69907013669027,7.460566886486049,8.02378224498134,-0.5632153584952917,14.78537795902083,-42.85714285714286,1,0,0,0,0,-100,0,0,0,0,0,0,0
879,1663534800,19702.0,19730.6,19702.0,19724.2,0.53622808,10572.526140911,53.59860792048985,7.370949699088669,7.893215735802807,-0.5222660367141376,14.040891328405674,-42.85714285714286,0,0,0,0,0,0,0,0,0,0,100,0,0
880,1663535100,19723.1,19723.2,19684.4,19687.6,18.52459209,364882.756316891,45.31227069917593,5.057346280074853,7.326041844657216,-2.268695564582363,13.932748283422942,-42.85714285714286,0,0,0,0,0,0,0,0,0,0,-100,0,0
881,1663535400,19687.6,19687.6,19600.0,19600.0,0.8377397,16458.615821596,32.40086767139667,-2.0403092663436837,5.452771622457036,-7.49308088880072,15.744073372862092,-64.28571428571429,0,0,0,0,0,0,0,0,0,0,-100,0,-100
882,1663535700,19600.9,19600.9,19420.0,19482.0,97.43824889,1900965.38386105,22.924837080477623,-14.70840016886359,1.4205372641929106,-16.1289374330565,19.21568046200237,-71.42857142857143,0,0,0,0,0,0,0,0,0,0,-100,0,0
